person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_age_bin,person_income_bin,_row_id
24,75000,RENT,4.0,EDUCATION,B,23000,10.25,1,0.33,N,4.0,18-25,"(63000.0, 86000.0]",212
22,71000,RENT,1.0,EDUCATION,D,23000,15.95,1,0.35,Y,4.0,18-25,"(63000.0, 86000.0]",213
26,140250,MORTGAGE,3.0,VENTURE,B,20000,12.18,0,0.11,N,4.0,26-35,"(138000.0, 140250.0]",214
23,140250,OWN,0.0,PERSONAL,B,23000,11.83,0,0.13,N,3.0,18-25,"(138000.0, 140250.0]",215
23,78000,RENT,7.0,DEBTCONSOLIDATION,C,23000,10.99,1,0.32,Y,2.0,18-25,"(63000.0, 86000.0]",216
23,78000,RENT,1.0,VENTURE,B,23000,10.62,1,0.32,N,3.0,18-25,"(63000.0, 86000.0]",217
23,78504,RENT,7.0,VENTURE,B,23000,10.74,1,0.32,N,3.0,18-25,"(63000.0, 86000.0]",218
25,140250,OWN,9.0,VENTURE,B,10000,10.25,0,0.05,N,4.0,18-25,"(138000.0, 140250.0]",219
24,140250,MORTGAGE,4.0,EDUCATION,B,23000,12.42,0,0.19,N,2.0,18-25,"(138000.0, 140250.0]",220
25,140250,RENT,6.0,VENTURE,C,15000,15.27,0,0.08,N,2.0,18-25,"(138000.0, 140250.0]",221
24,62050,RENT,8.0,MEDICAL,D,23000,15.33,1,0.34,Y,2.0,18-25,"(49000.0, 63000.0]",222
23,79416,RENT,7.0,VENTURE,D,23000,15.21,1,0.31,Y,2.0,18-25,"(63000.0, 86000.0]",223
21,14400,OWN,4.0,VENTURE,C,6250,14.72,1,0.43,N,2.0,18-25,"(3999.999, 35000.0]",224
24,79631,RENT,8.0,PERSONAL,D,23000,15.7,1,0.31,Y,2.0,18-25,"(63000.0, 86000.0]",225
24,79632,RENT,0.0,EDUCATION,C,23000,13.35,1,0.31,N,4.0,18-25,"(63000.0, 86000.0]",226
21,14400,MORTGAGE,0.0,MEDICAL,C,1500,10.99,0,0.1,N,4.0,18-25,"(3999.999, 35000.0]",227
24,80000,RENT,6.0,EDUCATION,A,23000,6.62,1,0.31,N,2.0,18-25,"(63000.0, 86000.0]",228
26,80000,RENT,5.0,DEBTCONSOLIDATION,C,23000,13.61,1,0.31,N,4.0,26-35,"(63000.0, 86000.0]",229
22,140250,RENT,4.0,MEDICAL,B,23000,11.36,0,0.14,N,2.0,18-25,"(138000.0, 140250.0]",230
26,140250,OWN,10.0,PERSONAL,A,5000,7.68,0,0.03,N,2.0,26-35,"(138000.0, 140250.0]",231
24,140250,RENT,7.0,HOMEIMPROVEMENT,D,22000,14.46,0,0.12,Y,4.0,18-25,"(138000.0, 140250.0]",232
23,140250,OWN,5.0,EDUCATION,B,2500,11.83,0,0.01,N,2.0,18-25,"(138000.0, 140250.0]",233
24,140250,MORTGAGE,6.0,DEBTCONSOLIDATION,C,20000,13.47,1,0.12,Y,4.0,18-25,"(138000.0, 140250.0]",234
24,140250,MORTGAGE,2.0,MEDICAL,B,20000,11.49,0,0.11,N,3.0,18-25,"(138000.0, 140250.0]",235
22,140250,MORTGAGE,3.0,EDUCATION,A,1000,10.99,0,0.01,N,2.0,18-25,"(138000.0, 140250.0]",236
25,140250,MORTGAGE,9.0,PERSONAL,A,15000,6.03,0,0.08,N,3.0,18-25,"(138000.0, 140250.0]",237
23,74004,RENT,7.0,DEBTCONSOLIDATION,E,23000,16.35,1,0.34,N,4.0,18-25,"(63000.0, 86000.0]",238
26,74004,RENT,10.0,DEBTCONSOLIDATION,D,23000,10.99,1,0.34,Y,4.0,26-35,"(63000.0, 86000.0]",239
25,81000,RENT,5.0,DEBTCONSOLIDATION,A,23000,7.29,1,0.31,N,3.0,18-25,"(63000.0, 86000.0]",240
23,81600,RENT,1.0,MEDICAL,B,23000,11.36,1,0.31,N,3.0,18-25,"(63000.0, 86000.0]",241
24,82000,RENT,8.0,VENTURE,B,23000,10.25,0,0.3,N,2.0,18-25,"(63000.0, 86000.0]",242
24,83000,RENT,5.0,EDUCATION,B,23000,11.12,0,0.3,N,3.0,18-25,"(63000.0, 86000.0]",243
24,83000,RENT,5.0,PERSONAL,D,23000,12.92,0,0.3,Y,3.0,18-25,"(63000.0, 86000.0]",244
24,140250,RENT,8.0,EDUCATION,E,18000,18.64,0,0.1,Y,4.0,18-25,"(138000.0, 140250.0]",245
23,140250,MORTGAGE,8.0,PERSONAL,A,23000,7.51,0,0.16,N,3.0,18-25,"(138000.0, 140250.0]",246
23,14400,OWN,2.0,HOMEIMPROVEMENT,E,4000,16.7,1,0.28,N,2.0,18-25,"(3999.999, 35000.0]",247
22,14400,OWN,0.0,PERSONAL,B,2100,11.14,0,0.15,N,4.0,18-25,"(3999.999, 35000.0]",248
22,84500,RENT,6.0,PERSONAL,F,23000,18.3,0,0.3,N,4.0,18-25,"(63000.0, 86000.0]",249
24,85000,RENT,5.0,MEDICAL,B,23000,10.62,0,0.29,N,4.0,18-25,"(63000.0, 86000.0]",250
24,140250,MORTGAGE,7.0,VENTURE,B,14000,11.99,0,0.08,N,2.0,18-25,"(138000.0, 140250.0]",251
26,140250,MORTGAGE,2.0,VENTURE,B,12000,9.63,0,0.07,N,4.0,26-35,"(138000.0, 140250.0]",252
25,140250,MORTGAGE,9.0,MEDICAL,F,10000,18.25,1,0.06,N,4.0,18-25,"(138000.0, 140250.0]",253
23,14664,MORTGAGE,0.0,DEBTCONSOLIDATION,C,6000,10.99,1,0.41,N,4.0,18-25,"(3999.999, 35000.0]",254
24,87000,RENT,8.0,HOMEIMPROVEMENT,D,23000,14.84,0,0.29,N,3.0,18-25,"(86000.0, 138000.0]",255
24,75000,RENT,0.0,VENTURE,E,23000,14.7,1,0.33,Y,3.0,18-25,"(63000.0, 86000.0]",256
23,76000,RENT,7.0,DEBTCONSOLIDATION,D,23000,16.02,1,0.33,N,4.0,18-25,"(63000.0, 86000.0]",257
23,66215,RENT,1.0,MEDICAL,D,23000,15.37,1,0.32,Y,2.0,18-25,"(63000.0, 86000.0]",258
25,90000,RENT,9.0,MEDICAL,B,23000,10.99,0,0.28,N,4.0,18-25,"(86000.0, 138000.0]",259
21,15000,OWN,0.0,HOMEIMPROVEMENT,A,6200,7.9,1,0.41,N,2.0,18-25,"(3999.999, 35000.0]",260
26,140250,OWN,2.0,PERSONAL,B,23000,10.99,0,0.14,N,4.0,26-35,"(138000.0, 140250.0]",261
24,140250,OWN,8.0,EDUCATION,B,21000,11.48,0,0.12,N,3.0,18-25,"(138000.0, 140250.0]",262
25,140250,OWN,9.0,MEDICAL,C,20000,14.26,0,0.11,Y,4.0,18-25,"(138000.0, 140250.0]",263
26,140250,OWN,0.0,HOMEIMPROVEMENT,A,10000,8.0,0,0.06,N,4.0,26-35,"(138000.0, 140250.0]",264
25,140250,MORTGAGE,3.0,VENTURE,B,9950,11.26,0,0.06,N,2.0,18-25,"(138000.0, 140250.0]",265
23,15000,OWN,7.0,MEDICAL,B,4475,10.99,1,0.3,N,4.0,18-25,"(3999.999, 35000.0]",266
23,78000,RENT,2.0,VENTURE,D,23000,16.32,1,0.32,Y,3.0,18-25,"(63000.0, 86000.0]",267
25,66300,RENT,3.0,MEDICAL,E,23000,17.93,1,0.32,Y,4.0,18-25,"(63000.0, 86000.0]",268
23,90000,RENT,0.0,DEBTCONSOLIDATION,B,23000,11.36,0,0.28,N,3.0,18-25,"(86000.0, 138000.0]",269
24,79000,RENT,9.0,DEBTCONSOLIDATION,D,23000,14.96,1,0.32,Y,4.0,18-25,"(63000.0, 86000.0]",270
24,91800,RENT,4.0,PERSONAL,C,23000,13.43,0,0.27,Y,3.0,18-25,"(86000.0, 138000.0]",271
25,92000,RENT,6.0,HOMEIMPROVEMENT,B,23000,12.69,0,0.27,N,3.0,18-25,"(86000.0, 138000.0]",272
24,92000,RENT,1.0,VENTURE,C,23000,12.73,0,0.27,Y,4.0,18-25,"(86000.0, 138000.0]",273
23,93600,RENT,3.0,VENTURE,D,23000,15.21,0,0.27,N,4.0,18-25,"(86000.0, 138000.0]",274
23,15000,MORTGAGE,1.0,MEDICAL,C,1750,12.68,0,0.12,Y,3.0,18-25,"(3999.999, 35000.0]",275
23,70550,RENT,3.0,MEDICAL,F,23000,19.04,1,0.3,Y,4.0,18-25,"(63000.0, 86000.0]",276
25,83800,RENT,2.0,DEBTCONSOLIDATION,D,23000,15.95,1,0.3,Y,3.0,18-25,"(63000.0, 86000.0]",277
26,140250,MORTGAGE,3.0,VENTURE,A,2600,8.9,0,0.01,N,4.0,26-35,"(138000.0, 140250.0]",278
25,140250,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8000,7.9,0,0.05,N,2.0,18-25,"(138000.0, 140250.0]",279
22,140250,MORTGAGE,6.0,EDUCATION,B,18000,10.99,0,0.1,N,2.0,18-25,"(138000.0, 140250.0]",280
23,140250,MORTGAGE,8.0,PERSONAL,B,21000,11.99,0,0.12,N,3.0,18-25,"(138000.0, 140250.0]",281
23,15000,OWN,4.0,DEBTCONSOLIDATION,C,4000,13.98,1,0.27,N,4.0,18-25,"(3999.999, 35000.0]",282
23,15000,OWN,4.0,VENTURE,B,4600,10.99,1,0.31,N,2.0,18-25,"(3999.999, 35000.0]",283
22,88000,RENT,6.0,DEBTCONSOLIDATION,D,23000,15.58,1,0.28,Y,2.0,18-25,"(86000.0, 138000.0]",284
25,74800,RENT,2.0,MEDICAL,B,23000,10.99,1,0.28,N,2.0,18-25,"(63000.0, 86000.0]",285
25,88000,RENT,0.0,VENTURE,D,23000,14.96,1,0.28,N,4.0,18-25,"(86000.0, 138000.0]",286
25,15000,OWN,2.0,HOMEIMPROVEMENT,D,1750,15.31,0,0.12,Y,4.0,18-25,"(3999.999, 35000.0]",287
26,88000,RENT,2.0,VENTURE,D,23000,15.65,1,0.28,N,3.0,26-35,"(86000.0, 138000.0]",288
25,100000,RENT,1.0,VENTURE,B,23000,9.33,0,0.25,N,4.0,18-25,"(86000.0, 138000.0]",289
23,15000,MORTGAGE,0.0,PERSONAL,C,3600,13.47,1,0.24,N,4.0,18-25,"(3999.999, 35000.0]",290
24,102400,RENT,8.0,PERSONAL,B,23000,10.36,0,0.24,N,3.0,18-25,"(86000.0, 138000.0]",291
24,92000,RENT,1.0,HOMEIMPROVEMENT,E,23000,16.77,1,0.27,Y,4.0,18-25,"(86000.0, 138000.0]",292
23,93000,RENT,0.0,DEBTCONSOLIDATION,D,23000,14.59,1,0.27,Y,2.0,18-25,"(86000.0, 138000.0]",293
22,140250,RENT,6.0,VENTURE,C,3500,11.91,0,0.02,Y,2.0,18-25,"(138000.0, 140250.0]",294
23,140250,MORTGAGE,3.0,EDUCATION,A,7200,8.38,0,0.04,N,3.0,18-25,"(138000.0, 140250.0]",295
25,140250,RENT,9.0,VENTURE,B,9000,10.59,0,0.05,N,3.0,18-25,"(138000.0, 140250.0]",296
25,140250,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8800,14.27,0,0.05,N,3.0,18-25,"(138000.0, 140250.0]",297
26,140250,RENT,8.0,DEBTCONSOLIDATION,B,12000,12.53,0,0.07,N,4.0,26-35,"(138000.0, 140250.0]",298
25,140250,MORTGAGE,5.0,DEBTCONSOLIDATION,E,23000,16.0,1,0.15,Y,3.0,18-25,"(138000.0, 140250.0]",299
26,140250,MORTGAGE,10.0,VENTURE,B,10000,11.71,0,0.06,N,4.0,26-35,"(138000.0, 140250.0]",300
21,15000,OWN,0.0,HOMEIMPROVEMENT,C,3175,11.54,1,0.21,Y,3.0,18-25,"(3999.999, 35000.0]",301
25,96000,RENT,2.0,HOMEIMPROVEMENT,E,23000,15.68,1,0.26,Y,4.0,18-25,"(86000.0, 138000.0]",302
21,15120,MORTGAGE,0.0,EDUCATION,B,1500,10.59,0,0.1,N,2.0,18-25,"(3999.999, 35000.0]",303
24,97908,RENT,8.0,HOMEIMPROVEMENT,D,23000,12.61,1,0.26,Y,2.0,18-25,"(86000.0, 138000.0]",304
26,110000,RENT,3.0,PERSONAL,C,23000,10.99,0,0.23,Y,2.0,26-35,"(86000.0, 138000.0]",305
23,15204,MORTGAGE,7.0,PERSONAL,A,2800,8.49,1,0.18,N,3.0,18-25,"(3999.999, 35000.0]",306
25,140250,RENT,0.0,PERSONAL,D,23000,17.27,1,0.19,Y,4.0,18-25,"(138000.0, 140250.0]",307
24,140250,RENT,6.0,DEBTCONSOLIDATION,A,18000,8.9,0,0.1,N,4.0,18-25,"(138000.0, 140250.0]",308
25,140250,MORTGAGE,3.0,MEDICAL,B,10000,11.11,0,0.06,N,4.0,18-25,"(138000.0, 140250.0]",309
24,140250,RENT,0.0,HOMEIMPROVEMENT,D,23000,14.59,1,0.16,Y,2.0,18-25,"(138000.0, 140250.0]",310
26,140250,RENT,0.0,VENTURE,B,13000,12.42,0,0.08,N,3.0,26-35,"(138000.0, 140250.0]",311
24,83300,RENT,0.0,MEDICAL,D,23000,10.99,1,0.26,N,2.0,18-25,"(63000.0, 86000.0]",312
24,110000,RENT,7.0,HOMEIMPROVEMENT,D,23000,15.7,0,0.23,Y,2.0,18-25,"(86000.0, 138000.0]",313
22,15360,OWN,7.0,HOMEIMPROVEMENT,B,2500,12.53,1,0.16,N,3.0,18-25,"(3999.999, 35000.0]",314
25,134300,RENT,3.0,MEDICAL,D,5000,16.49,1,0.03,N,2.0,18-25,"(86000.0, 138000.0]",315
25,140250,MORTGAGE,2.0,EDUCATION,A,20000,7.49,0,0.12,N,2.0,18-25,"(138000.0, 140250.0]",316
22,100580,RENT,6.0,DEBTCONSOLIDATION,D,23000,14.96,1,0.25,Y,2.0,18-25,"(86000.0, 138000.0]",317
25,113000,RENT,7.0,MEDICAL,C,23000,12.73,0,0.22,Y,4.0,18-25,"(86000.0, 138000.0]",318
24,120000,RENT,8.0,EDUCATION,B,23000,10.65,0,0.21,N,4.0,18-25,"(86000.0, 138000.0]",319
25,120000,RENT,6.0,MEDICAL,B,23000,10.74,0,0.21,N,2.0,18-25,"(86000.0, 138000.0]",320
23,120000,RENT,7.0,EDUCATION,B,23000,9.99,0,0.21,N,2.0,18-25,"(86000.0, 138000.0]",321
24,91800,RENT,5.0,MEDICAL,D,23000,15.33,1,0.23,Y,2.0,18-25,"(86000.0, 138000.0]",322
21,15600,OWN,5.0,VENTURE,A,1000,7.29,0,0.06,N,4.0,18-25,"(3999.999, 35000.0]",323
26,108000,RENT,2.0,PERSONAL,D,23000,15.05,1,0.23,N,3.0,26-35,"(86000.0, 138000.0]",324
26,129996,RENT,6.0,PERSONAL,B,23000,10.75,0,0.19,N,3.0,26-35,"(86000.0, 138000.0]",325
23,130000,RENT,4.0,EDUCATION,D,23000,16.02,0,0.19,Y,2.0,18-25,"(86000.0, 138000.0]",326
23,130000,RENT,7.0,VENTURE,B,23000,11.49,0,0.19,N,4.0,18-25,"(86000.0, 138000.0]",327
25,140250,OWN,4.0,EDUCATION,B,20000,12.53,0,0.12,N,4.0,18-25,"(138000.0, 140250.0]",328
26,140250,MORTGAGE,0.0,VENTURE,C,12000,13.57,0,0.07,Y,2.0,26-35,"(138000.0, 140250.0]",329
22,140250,RENT,1.0,PERSONAL,B,14000,11.14,0,0.08,N,3.0,18-25,"(138000.0, 140250.0]",330
26,140250,RENT,10.0,MEDICAL,C,23000,12.87,0,0.14,Y,3.0,26-35,"(138000.0, 140250.0]",331
23,140250,RENT,3.0,EDUCATION,B,20000,11.58,0,0.12,N,3.0,18-25,"(138000.0, 140250.0]",332
24,140250,RENT,5.0,HOMEIMPROVEMENT,B,1800,11.12,0,0.01,N,3.0,18-25,"(138000.0, 140250.0]",333
25,140250,MORTGAGE,2.0,PERSONAL,B,23000,10.65,0,0.21,N,2.0,18-25,"(138000.0, 140250.0]",334
24,133300,RENT,6.0,DEBTCONSOLIDATION,B,23000,10.37,0,0.19,N,2.0,18-25,"(86000.0, 138000.0]",335
24,15600,OWN,5.0,HOMEIMPROVEMENT,A,3300,6.39,1,0.21,N,4.0,18-25,"(3999.999, 35000.0]",336
24,134000,RENT,8.0,PERSONAL,D,23000,16.07,0,0.19,Y,3.0,18-25,"(86000.0, 138000.0]",337
25,134000,RENT,7.0,MEDICAL,B,23000,10.62,0,0.19,N,2.0,18-25,"(86000.0, 138000.0]",338
25,15600,OWN,0.0,VENTURE,F,3200,18.09,1,0.21,N,2.0,18-25,"(3999.999, 35000.0]",339
25,135000,RENT,5.0,EDUCATION,B,23000,11.36,0,0.19,N,4.0,18-25,"(86000.0, 138000.0]",340
26,135660,RENT,10.0,DEBTCONSOLIDATION,B,23000,12.53,0,0.18,N,4.0,26-35,"(86000.0, 138000.0]",341
25,140250,RENT,0.0,EDUCATION,B,23000,9.99,0,0.17,N,4.0,18-25,"(138000.0, 140250.0]",342
23,140250,RENT,4.0,EDUCATION,B,23000,10.36,0,0.17,N,3.0,18-25,"(138000.0, 140250.0]",343
23,140250,MORTGAGE,3.0,EDUCATION,A,9600,5.99,0,0.06,N,3.0,18-25,"(138000.0, 140250.0]",344
22,140250,MORTGAGE,5.0,DEBTCONSOLIDATION,D,23000,15.62,1,0.16,Y,2.0,18-25,"(138000.0, 140250.0]",345
24,140250,MORTGAGE,5.0,PERSONAL,B,20000,10.37,0,0.12,N,4.0,18-25,"(138000.0, 140250.0]",346
25,140250,MORTGAGE,0.0,HOMEIMPROVEMENT,F,23000,19.74,0,0.15,N,4.0,18-25,"(138000.0, 140250.0]",347
21,140250,MORTGAGE,5.0,EDUCATION,A,20000,6.91,0,0.12,N,4.0,18-25,"(138000.0, 140250.0]",348
23,16000,OWN,7.0,MEDICAL,A,6000,7.9,1,0.38,N,2.0,18-25,"(3999.999, 35000.0]",349
23,16000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,2275,13.06,0,0.14,Y,4.0,18-25,"(3999.999, 35000.0]",350
23,16000,OWN,7.0,PERSONAL,A,2000,6.39,0,0.13,N,3.0,18-25,"(3999.999, 35000.0]",351
23,140250,RENT,1.0,DEBTCONSOLIDATION,E,23000,14.93,1,0.17,N,3.0,18-25,"(138000.0, 140250.0]",352
23,16000,MORTGAGE,1.0,MEDICAL,C,5600,12.84,1,0.35,N,4.0,18-25,"(3999.999, 35000.0]",353
24,16020,OWN,3.0,VENTURE,E,3625,17.14,1,0.23,Y,2.0,18-25,"(3999.999, 35000.0]",354
22,16094,MORTGAGE,2.0,VENTURE,A,5500,7.14,1,0.34,N,3.0,18-25,"(3999.999, 35000.0]",355
25,140250,RENT,2.0,PERSONAL,A,23000,8.9,0,0.14,N,2.0,18-25,"(138000.0, 140250.0]",356
22,16200,OWN,6.0,PERSONAL,B,2000,12.42,0,0.12,N,3.0,18-25,"(3999.999, 35000.0]",357
24,140250,RENT,7.0,HOMEIMPROVEMENT,C,23000,12.68,0,0.14,Y,2.0,18-25,"(138000.0, 140250.0]",358
25,140250,RENT,9.0,PERSONAL,C,23000,11.03,0,0.15,N,2.0,18-25,"(138000.0, 140250.0]",359
26,140250,RENT,10.0,VENTURE,A,23000,7.9,0,0.19,N,4.0,26-35,"(138000.0, 140250.0]",360
22,140250,MORTGAGE,0.0,MEDICAL,B,23000,10.65,0,0.22,N,4.0,18-25,"(138000.0, 140250.0]",361
25,140250,RENT,5.0,VENTURE,B,23000,11.86,0,0.11,N,4.0,18-25,"(138000.0, 140250.0]",362
25,16400,OWN,1.0,PERSONAL,A,5000,8.94,1,0.3,N,4.0,18-25,"(3999.999, 35000.0]",363
23,16500,OWN,6.0,VENTURE,B,4375,9.63,1,0.27,N,4.0,18-25,"(3999.999, 35000.0]",364
25,49500,RENT,6.0,PERSONAL,C,23000,14.22,1,0.44000000000000006,N,3.0,18-25,"(49000.0, 63000.0]",365
23,60000,RENT,4.0,DEBTCONSOLIDATION,B,23000,9.33,1,0.41,N,3.0,18-25,"(49000.0, 63000.0]",366
24,84200,RENT,8.0,MEDICAL,C,23000,13.85,0,0.29,N,4.0,18-25,"(63000.0, 86000.0]",367
22,16800,MORTGAGE,5.0,EDUCATION,B,2000,10.65,0,0.12,N,2.0,18-25,"(3999.999, 35000.0]",368
24,92000,RENT,8.0,MEDICAL,B,23000,11.46,0,0.27,N,4.0,18-25,"(86000.0, 138000.0]",369
23,140250,MORTGAGE,5.0,PERSONAL,A,23000,7.66,0,0.22,N,2.0,18-25,"(138000.0, 140250.0]",370
24,140250,MORTGAGE,9.0,VENTURE,E,12000,16.77,0,0.07,N,4.0,18-25,"(138000.0, 140250.0]",371
25,140250,MORTGAGE,1.0,PERSONAL,B,12000,9.63,0,0.07,N,4.0,18-25,"(138000.0, 140250.0]",372
26,140250,RENT,6.0,PERSONAL,C,23000,12.23,0,0.16,Y,4.0,26-35,"(138000.0, 140250.0]",373
25,125800,MORTGAGE,0.0,MEDICAL,D,10000,14.09,1,0.07,N,4.0,18-25,"(86000.0, 138000.0]",374
25,54000,RENT,2.0,PERSONAL,C,23000,13.98,1,0.44000000000000006,N,4.0,18-25,"(49000.0, 63000.0]",375
23,62500,RENT,1.0,EDUCATION,B,23000,10.62,1,0.39,N,4.0,18-25,"(49000.0, 63000.0]",376
24,16800,MORTGAGE,4.0,DEBTCONSOLIDATION,A,3900,10.99,1,0.23,N,3.0,18-25,"(3999.999, 35000.0]",377
25,68400,RENT,9.0,PERSONAL,E,23000,17.56,1,0.35,N,4.0,18-25,"(63000.0, 86000.0]",378
26,56045,RENT,1.0,MEDICAL,D,23000,14.96,1,0.37,N,2.0,26-35,"(49000.0, 63000.0]",379
22,74000,RENT,7.0,DEBTCONSOLIDATION,D,23000,15.65,1,0.33,Y,2.0,18-25,"(63000.0, 86000.0]",380
24,65453,RENT,9.0,MEDICAL,D,23000,15.7,1,0.31,N,2.0,18-25,"(63000.0, 86000.0]",381
24,89908,RENT,1.0,VENTURE,B,23000,12.53,0,0.27,N,3.0,18-25,"(86000.0, 138000.0]",382
26,78000,RENT,0.0,HOMEIMPROVEMENT,E,23000,17.56,1,0.31,Y,3.0,26-35,"(63000.0, 86000.0]",383
23,100000,RENT,0.0,PERSONAL,C,23000,12.87,0,0.24,Y,2.0,18-25,"(86000.0, 138000.0]",384
23,103000,RENT,6.0,PERSONAL,D,23000,15.7,0,0.24,N,2.0,18-25,"(86000.0, 138000.0]",385
25,140250,MORTGAGE,2.0,EDUCATION,A,9000,10.99,0,0.06,N,3.0,18-25,"(138000.0, 140250.0]",386
25,140250,OWN,5.0,VENTURE,B,15000,11.14,0,0.09,N,4.0,18-25,"(138000.0, 140250.0]",387
24,140250,MORTGAGE,3.0,VENTURE,D,20000,16.0,0,0.13,N,3.0,18-25,"(138000.0, 140250.0]",388
23,140250,MORTGAGE,2.0,EDUCATION,D,23000,15.65,0,0.16,Y,2.0,18-25,"(138000.0, 140250.0]",389
26,140250,MORTGAGE,0.0,DEBTCONSOLIDATION,C,13750,10.99,0,0.09,N,4.0,26-35,"(138000.0, 140250.0]",390
21,140250,MORTGAGE,3.0,VENTURE,D,15250,15.31,0,0.1,Y,4.0,18-25,"(138000.0, 140250.0]",391
25,140250,MORTGAGE,3.0,VENTURE,C,20000,13.47,0,0.13,Y,2.0,18-25,"(138000.0, 140250.0]",392
22,16800,MORTGAGE,0.0,HOMEIMPROVEMENT,C,4750,13.85,1,0.28,Y,2.0,18-25,"(3999.999, 35000.0]",393
25,111996,RENT,9.0,PERSONAL,D,23000,10.99,0,0.22,N,3.0,18-25,"(86000.0, 138000.0]",394
21,16800,MORTGAGE,0.0,VENTURE,B,6000,10.39,1,0.36,N,4.0,18-25,"(3999.999, 35000.0]",395
25,115200,RENT,0.0,HOMEIMPROVEMENT,B,23000,11.36,0,0.21,N,2.0,18-25,"(86000.0, 138000.0]",396
23,140250,RENT,0.0,EDUCATION,B,23000,11.83,0,0.17,N,3.0,18-25,"(138000.0, 140250.0]",397
23,140250,RENT,3.0,EDUCATION,B,23000,12.53,0,0.08,N,3.0,18-25,"(138000.0, 140250.0]",398
22,108000,RENT,1.0,HOMEIMPROVEMENT,D,23000,14.96,1,0.22,Y,3.0,18-25,"(86000.0, 138000.0]",399
22,43000,RENT,7.0,DEBTCONSOLIDATION,C,23000,13.85,1,0.44000000000000006,Y,3.0,18-25,"(35000.0, 49000.0]",400
23,47004,RENT,1.0,VENTURE,B,23000,11.58,1,0.44000000000000006,N,4.0,18-25,"(35000.0, 49000.0]",401
24,48000,RENT,4.0,VENTURE,D,23000,16.29,1,0.44000000000000006,Y,2.0,18-25,"(35000.0, 49000.0]",402
26,48000,RENT,4.0,MEDICAL,A,23000,10.99,1,0.44000000000000006,N,3.0,26-35,"(35000.0, 49000.0]",403
21,44964,RENT,2.0,EDUCATION,D,23000,16.29,1,0.44000000000000006,Y,2.0,18-25,"(35000.0, 49000.0]",404
25,52000,RENT,4.0,PERSONAL,B,23000,10.74,1,0.44000000000000006,N,2.0,18-25,"(49000.0, 63000.0]",405
22,17352,MORTGAGE,4.0,EDUCATION,C,2250,15.27,0,0.13,Y,3.0,18-25,"(3999.999, 35000.0]",406
24,47000,RENT,3.0,PERSONAL,F,23000,17.8,1,0.44000000000000006,N,2.0,18-25,"(35000.0, 49000.0]",407
22,17400,MORTGAGE,6.0,VENTURE,B,1000,11.36,0,0.06,N,2.0,18-25,"(3999.999, 35000.0]",408
22,49000,RENT,2.0,MEDICAL,E,23000,17.56,1,0.44000000000000006,N,4.0,18-25,"(35000.0, 49000.0]",409
26,60000,RENT,0.0,PERSONAL,A,23000,7.9,1,0.4,N,4.0,26-35,"(49000.0, 63000.0]",410
25,60000,RENT,3.0,PERSONAL,B,23000,10.99,1,0.4,N,4.0,18-25,"(49000.0, 63000.0]",411
22,60000,RENT,0.0,PERSONAL,A,23000,7.29,1,0.4,N,3.0,18-25,"(49000.0, 63000.0]",412
21,60000,RENT,5.0,MEDICAL,B,23000,10.75,1,0.4,N,2.0,18-25,"(49000.0, 63000.0]",413
26,62004,RENT,9.0,DEBTCONSOLIDATION,A,23000,7.9,1,0.39,N,3.0,26-35,"(49000.0, 63000.0]",414
22,62400,RENT,3.0,EDUCATION,D,23000,14.84,1,0.38,N,2.0,18-25,"(49000.0, 63000.0]",415
26,65000,RENT,10.0,DEBTCONSOLIDATION,A,23000,10.99,1,0.37,N,2.0,26-35,"(63000.0, 86000.0]",416
22,17760,MORTGAGE,6.0,EDUCATION,C,4975,10.99,1,0.28,Y,3.0,18-25,"(3999.999, 35000.0]",417
23,59000,RENT,5.0,DEBTCONSOLIDATION,E,23000,19.69,1,0.41,Y,2.0,18-25,"(49000.0, 63000.0]",418
23,66000,RENT,6.0,VENTURE,A,23000,10.99,1,0.36,N,4.0,18-25,"(63000.0, 86000.0]",419
24,60000,RENT,0.0,VENTURE,D,23000,14.96,1,0.4,N,4.0,18-25,"(49000.0, 63000.0]",420
25,66143,RENT,9.0,EDUCATION,A,23000,6.99,1,0.36,N,3.0,18-25,"(63000.0, 86000.0]",421
22,62250,RENT,3.0,PERSONAL,E,23000,16.45,1,0.39,Y,4.0,18-25,"(49000.0, 63000.0]",422
24,70000,RENT,8.0,EDUCATION,B,23000,10.99,1,0.34,N,4.0,18-25,"(63000.0, 86000.0]",423
23,74000,RENT,7.0,DEBTCONSOLIDATION,B,23000,10.99,1,0.32,N,2.0,18-25,"(63000.0, 86000.0]",424
22,18000,OWN,3.0,PERSONAL,A,3000,7.9,1,0.17,N,4.0,18-25,"(3999.999, 35000.0]",425
22,75000,RENT,6.0,EDUCATION,B,23000,12.69,1,0.32,N,4.0,18-25,"(63000.0, 86000.0]",426
24,75000,RENT,9.0,MEDICAL,B,23000,10.37,1,0.32,N,3.0,18-25,"(63000.0, 86000.0]",427
